421,Basic Capacitor Recharger,30000154,Liekuri
434,1MN Microwarpdrive I,30000155,Obanen
438,1MN Afterburner II,30000156,Josameto
439,1MN Afterburner I,30000157,Otela
440,1MN Microwarpdrive II,30000158,Olo
442,Cargo Scanner I,30000159,Ikami
443,Ship Scanner I,30000160,Reisen
444,Survey Scanner I,30000161,Purjola
447,Warp Scrambler I,30000162,Maila
448,Warp Scrambler II,30000163,Akora
450,Gatling Pulse Laser I,30000164,Messoya
451,Dual Light Pulse Laser I,30000165,Ishisomo
452,Dual Light Beam Laser I,30000166,Airmia
453,Small Focused Pulse Laser I,30000167,Sakkikainen
454,Small Focused Beam Laser I,30000168,Friggi
455,Quad Light Beam Laser I,30000169,Ihakana
456,Focused Medium Pulse Laser I,30000170,Vahunomi
457,Focused Medium Beam Laser I,30000171,Otitoh
458,Heavy Pulse Laser I,30000172,Otomainen
459,Heavy Beam Laser I,30000173,Vattuolen
460,Dual Heavy Pulse Laser I,30000174,Onuse
461,Dual Heavy Beam Laser I,30000175,Soshin
462,Mega Pulse Laser I,30000176,Keikaken
463,Mega Beam Laser I,30000177,Ukkalen
464,Tachyon Beam Laser I,30000178,Akkilen
482,Miner II,30000179,Silen
483,Miner I,30000180,Osmon
484,125mm Gatling AutoCannon I,30000181,Korsiki
485,150mm Light AutoCannon I,30000182,Inaya
486,200mm AutoCannon I,30000183,Nuken
487,250mm Light Artillery Cannon I,30000184,Uminas
488,280mm Howitzer Artillery I,30000185,Airaken
489,Dual 180mm AutoCannon I,30000186,Oijanen
490,220mm Vulcan AutoCannon I,30000187,Wuos
491,425mm AutoCannon I,30000188,Hentogaira
492,650mm Artillery Cannon I,30000189,Kiainti
493,720mm Howitzer Artillery I,30000190,Vasala
494,Dual 425mm AutoCannon I,30000191,Walvalin
495,Dual 650mm Repeating Artillery I,30000192,Otanuomi
496,800mm Repeating Artillery I,30000193,Vouskiaho
497,1200mm Artillery Cannon I,30000194,Otsela
498,1400mm Howitzer Artillery I,30000195,Tasti
499,Light Missile Launcher I,30000196,Otosela
501,Heavy Missile Launcher I,30000197,Uemon
503,Torpedo Launcher I,30000198,Paala
506,Basic Capacitor Power Relay,30000199,Fuskunen
508,Basic Shield Flux Coil,30000200,Akkio
509,Basic Capacitor Flux Coil,30000201,Uchoshi
518,Basic Gyrostabilizer,30000202,Mastakomon
519,Gyrostabilizer II,30000203,Eruka
520,Gyrostabilizer I,30000204,Ohkunen
521,Basic Damage Control,30000205,Obe
522,Micro Capacitor Battery I,30000206,Wirashoda
523,Small Armor Repairer I,30000207,Osaa
524,Small Hull Repairer I,30000208,LZ-6SU
526,Stasis Webifier I,30000209,MC6O-F
527,Stasis Webifier II,30000210,U54-1L
529,Small Remote Capacitor Transmitter I,30000211,B-588R
530,Small Nosferatu I,30000212,NCGR-Q
533,Small Energy Neutralizer I,30000213,G-LOIT
561,75mm Gatling Rail I,30000214,HE-V4V
562,Light Electron Blaster I,30000215,N-HSK0
563,Light Ion Blaster I,30000216,05R-7A
564,Light Neutron Blaster I,30000217,7-UH4Z
565,150mm Railgun I,30000218,5ZO-NZ
566,Heavy Electron Blaster I,30000219,FS-RFL
567,Dual 150mm Railgun I,30000220,Y0-BVN
568,Heavy Neutron Blaster I,30000221,X97D-W
569,Heavy Ion Blaster I,30000222,0-R5TS
570,250mm Railgun I,30000223,H-UCD1
571,Electron Blaster Cannon I,30000224,7-K5EL
572,Dual 250mm Railgun I,30000225,H-5GUI
573,Neutron Blaster Cannon I,30000226,FH-TTC
574,425mm Railgun I,30000227,FMBR-8
575,Ion Blaster Cannon I,30000228,3HX-DL
577,Medium Capacitor Booster I,30000229,UH-9ZG
578,Adaptive Invulnerability Field I,30000230,NFM-0V
580,ECM Burst I,30000231,YXIB-I
581,Passive Targeter I,30000232,MY-T2P
582,Bantam,30000233,FA-DMO
583,Condor,30000234,GEKJ-9
584,Griffin,30000235,Q-R3GP
585,Slasher,30000236,N-5QPW
586,Probe,30000237,XV-8JQ
587,Rifter,30000238,WBR5-R
588,Reaper,30000239,4GYV-Q
589,Executioner,30000240,4-HWWF
590,Inquisitor,30000241,YMJG-4
591,Tormentor,30000242,8TPX-N
592,Navitas,30000243,PM-DWE
593,Tristan,30000244,K8X-6B
594,Incursus,30000245,X445-5
595,Gallente Police Ship,30000246,KRUN-N
596,Impairor,30000247,9OO-LH
597,Punisher,30000248,V-OJEN
598,Breacher,30000249,EIDI-N
599,Burst,30000250,P3EN-E
600,Minmatar Peacekeeper Ship,30000251,49-0LI
601,Ibis,30000252,IPAY-2
602,Kestrel,30000253,DAYP-G
603,Merlin,30000254,IFJ-EL
605,Heron,30000255,47L-J4
606,Velator,30000256,Q-L07F
607,Imicus,30000257,E-D0VZ
608,Atron,30000258,6WW-28
609,Maulus,30000259,A8A-JN
610,Wraith,30000260,S-NJBB
611,Specter,30000261,T-GCGL
613,Devourer,30000262,0MV-4W
614,Fury,30000263,TVN-FM
615,Immolator,30000264,V-NL3K
616,Medusa,30000265,AZBR-2
617,Echo,30000266,Z-8Q65
618,Lynx,30000267,0J3L-V
619,Swordspine,30000268,H-NOU5
620,Osprey,30000269,KX-2UI
621,Caracal,30000270,MO-FIF
622,Stabber,30000271,97-M96
623,Moa,30000272,MA-XAP
624,Maller,30000273,C-J7CR
625,Augoror,30000274,Q-EHMJ
626,Vexor,30000275,XSQ-TF
627,Thorax,30000276,H-1EOH
628,Arbitrator,30000277,IR-DYY
629,Rupture,30000278,C-DHON
630,Bellicose,30000279,F-D49D
631,Scythe,30000280,MQ-O27
632,Blackbird,30000281,H-EY0P
633,Celestis,30000282,UNAG-6
634,Exequror,30000283,E-SCTX
635,Opux Luxury Yacht,30000284,S6QX-N
638,Raven,30000285,IT-YAU
639,Tempest,30000286,1VK-6B
640,Scorpion,30000287,7-PO3P
641,Megathron,30000288,1W-0KS
642,Apocalypse,30000289,669-IX
643,Armageddon,30000290,0R-F2F
644,Typhoon,30000291,R-P7KL
645,Dominix,30000292,2DWM-2
647,Eidolon,30000293,XF-PWO
648,Badger,30000294,1N-FJ8
649,Tayra,30000295,VI2K-J
650,Nereus,30000296,ZLZ-1Z
651,Hoarder,30000297,6Y-WRK
652,Mammoth,30000298,RVCZ-C
653,Wreathe,30000299,5T-KM3
654,Kryos,30000300,LS9B-9
655,Epithal,30000301,1-GBBP
656,Miasmos,30000302,C-FP70
657,Iteron Mark V,30000303,T-ZWA1
658,Visitant,30000304,ZA0L-U
670,Capsule,30000305,G96R-F
671,Erebus,30000306,Y-ZXIO
672,Caldari Shuttle,30000307,B-E3KQ
681,Clone Grade Beta Blueprint,30000308,Y5J-EU
682,Clone Grade Gamma Blueprint,30000309,O-LR1H
683,Bantam Blueprint,30000310,G5ED-Y
684,Condor Blueprint,30000311,BR-6XP
685,Griffin Blueprint,30000312,8-TFDX
686,Osprey Blueprint,30000313,UL-4ZW
687,Caracal Blueprint,30000314,A-QRQT
688,Raven Blueprint,30000315,WMBZ-U
689,Slasher Blueprint,30000316,PX5-LR
690,Probe Blueprint,30000317,A3-RQ3
691,Rifter Blueprint,30000318,9-GBPD
692,Stabber Blueprint,30000319,LS-JEP
693,Tempest Blueprint,30000320,R-RSZZ
784,Miner II Blueprint,30000321,MGAM-4
785,Miner I Blueprint,30000322,VORM-W
786,Light Missile Launcher I Blueprint,30000323,7G-H7D
788,Heavy Missile Launcher I Blueprint,30000324,Q3-BAY
790,Torpedo Launcher I Blueprint,30000325,JZV-F4
803,Mjolnir Cruise Missile Blueprint,30000326,WF-1LM
804,Scourge Cruise Missile Blueprint,30000327,D95-FQ
805,Inferno Cruise Missile Blueprint,30000328,ZSPJ-K
806,Nova Cruise Missile Blueprint,30000329,U1F-86
807,Nova Heavy Missile Blueprint,30000330,T-P7A6
808,Mjolnir Heavy Missile Blueprint,30000331,Y-T3JJ
809,Inferno Heavy Missile Blueprint,30000332,F3R-IA
810,Scourge Heavy Missile Blueprint,30000333,74-YTJ
811,Scourge Light Missile Blueprint,30000334,8-RS3U
812,Inferno Light Missile Blueprint,30000335,OVFN-N
813,Mjolnir Light Missile Blueprint,30000336,1Q-BBM
814,Nova Light Missile Blueprint,30000337,WXNC-N
819,125mm Gatling AutoCannon I Blueprint,30000338,G-EA07
820,150mm Light AutoCannon I Blueprint,30000339,X-L6BO
821,200mm AutoCannon I Blueprint,30000340,D-PHUA
822,250mm Light Artillery Cannon I Blueprint,30000341,3-HXHQ
823,280mm Howitzer Artillery I Blueprint,30000342,18A-NB
824,Dual 180mm AutoCannon I Blueprint,30000343,3-J5OQ
825,220mm Vulcan AutoCannon I Blueprint,30000344,GYF-GD
826,425mm AutoCannon I Blueprint,30000345,W-6TS9
827,650mm Artillery Cannon I Blueprint,30000346,VIG-VR
828,720mm Howitzer Artillery I Blueprint,30000347,KX-P5C
829,Dual 425mm AutoCannon I Blueprint,30000348,N-FJBK
830,Dual 650mm Repeating Artillery I Blueprint,30000349,2-4ZT5
831,800mm Repeating Artillery I Blueprint,30000350,NVN-6F
832,1200mm Artillery Cannon I Blueprint,30000351,09-8TH
833,1400mm Howitzer Artillery I Blueprint,30000352,TI0-AX
834,Gatling Pulse Laser I Blueprint,30000353,7O-POM
835,Dual Light Pulse Laser I Blueprint,30000354,L6Q-SX
836,Dual Light Beam Laser I Blueprint,30000355,BFJ-TB
837,Small Focused Pulse Laser I Blueprint,30000356,ZZ7-L6
838,Small Focused Beam Laser I Blueprint,30000357,L-CHVW
839,Quad Light Beam Laser I Blueprint,30000358,X0LN-U
840,Focused Medium Pulse Laser I Blueprint,30000359,RQAE-M
841,Focused Medium Beam Laser I Blueprint,30000360,7CO-SA
842,Heavy Pulse Laser I Blueprint,30000361,4G-E5A
843,Heavy Beam Laser I Blueprint,30000362,A-VWK9
844,Dual Heavy Pulse Laser I Blueprint,30000363,JQHP-4
845,Dual Heavy Beam Laser I Blueprint,30000364,6Q5K-5
846,Mega Pulse Laser I Blueprint,30000365,P-MVFP
847,Mega Beam Laser I Blueprint,30000366,J-Z1UW
848,Tachyon Beam Laser I Blueprint,30000367,W477-P
879,Carbonized Lead S Blueprint,30000368,NQ1-BL
880,Nuclear S Blueprint,30000369,K7A-G8
881,Proton S Blueprint,30000370,HP-PMX
882,Depleted Uranium S Blueprint,30000371,6BN-K9
883,Titanium Sabot S Blueprint,30000372,WLE-PY
884,Fusion S Blueprint,30000373,EH-HXW
885,Phased Plasma S Blueprint,30000374,OS-RR3
886,EMP S Blueprint,30000375,V4-GZL
887,Carbonized Lead M Blueprint,30000376,4C-Z91
888,Nuclear M Blueprint,30000377,RU-97T
889,Proton M Blueprint,30000378,1S-1V7
890,Depleted Uranium M Blueprint,30000379,PE1-R1
891,Titanium Sabot M Blueprint,30000380,Polaris
892,Fusion M Blueprint,30000381,JB-007
893,Phased Plasma M Blueprint,30000382,USJ2-M
894,EMP M Blueprint,30000383,7M-RAL
895,Carbonized Lead L Blueprint,30000384,LPBU-U
896,Nuclear L Blueprint,30000385,RF-342
897,Proton L Blueprint,30000386,J2V-XY
898,Depleted Uranium L Blueprint,30000387,Z-JBTR
899,Titanium Sabot L Blueprint,30000388,S-QNXH
900,Fusion L Blueprint,30000389,S94-X8
901,Phased Plasma L Blueprint,30000390,J-YQEC
902,EMP L Blueprint,30000391,8MX-OR
935,Reaper Blueprint,30000392,97YC-C
936,Executioner Blueprint,30000393,V-AMD5
937,Inquisitor Blueprint,30000394,U-JC8X
938,Tormentor Blueprint,30000395,1HH3-E
939,Navitas Blueprint,30000396,DUIU-Q
940,Tristan Blueprint,30000397,LQH0-H
941,Incursus Blueprint,30000398,FRW3-2
943,Impairor Blueprint,30000399,9MX-1C
944,Punisher Blueprint,30000400,IED-4U
945,Breacher Blueprint,30000401,N-9EOQ
946,Burst Blueprint,30000402,6F3-TK
947,Minmatar Peacekeeper Ship Blueprint,30000403,2E0P-2
948,Ibis Blueprint,30000404,U-ITH5
949,Kestrel Blueprint,30000405,N-4G5L
950,Merlin Blueprint,30000406,RB-2EA
952,Heron Blueprint,30000407,ZK5-42
953,Velator Blueprint,30000408,YRZ-E4
954,Imicus Blueprint,30000409,A3-PAT
955,Atron Blueprint,30000410,H55-2R
956,Maulus Blueprint,30000411,P6-DBM
957,Wraith Blueprint,30000412,9XI-0X
958,Specter Blueprint,30000413,Q8T-MC
960,Devourer Blueprint,30000414,Z-YOJ9
961,Fury Blueprint,30000415,4T4B-L
962,Immolator Blueprint,30000416,F-JB3H
963,Medusa Blueprint,30000417,XBO7-F
964,Echo Blueprint,30000418,FI-449
965,Lynx Blueprint,30000419,UA7-U4
966,Swordspine Blueprint,30000420,VM-QFU
967,Caldari Shuttle Blueprint,30000421,PU-1Z8
968,Moa Blueprint,30000422,IEZW-V
969,Maller Blueprint,30000423,B-DXO9
970,Augoror Blueprint,30000424,1TS-WN
971,Vexor Blueprint,30000425,16-31U
972,Thorax Blueprint,30000426,H472-N
973,Arbitrator Blueprint,30000427,U8MM-3
974,Rupture Blueprint,30000428,3C-26I
975,Bellicose Blueprint,30000429,9K-VDI
976,Scythe Blueprint,30000430,L-SDU7
977,Blackbird Blueprint,30000431,4-IPWK
978,Celestis Blueprint,30000432,Q-KCK3
979,Exequror Blueprint,30000433,WU-FHQ
983,Badger Blueprint,30000434,V-4DBR
984,Tayra Blueprint,30000435,B-5UFY
985,Nereus Blueprint,30000436,SK42-F
986,Hoarder Blueprint,30000437,EU9-J3
987,Mammoth Blueprint,30000438,PQRE-W
988,Wreathe Blueprint,30000439,OEG-K9
989,Kryos Blueprint,30000440,0-W778
990,Epithal Blueprint,30000441,DG-8VJ
991,Miasmos Blueprint,30000442,5J4K-9
992,Iteron Mark V Blueprint,30000443,MD-0AW
993,Visitant Blueprint,30000444,H-FGJO
994,Scorpion Blueprint,30000445,1KAW-T
995,Megathron Blueprint,30000446,C5-SUU
996,Apocalypse Blueprint,30000447,XSUD-1
997,Armageddon Blueprint,30000448,3-LJW3
998,Typhoon Blueprint,30000449,ZLO3-V
999,Dominix Blueprint,30000450,P7MI-T
1001,Eidolon Blueprint,30000451,JFV-ID
1002,Erebus Blueprint,30000452,3-3EZB
1010,Small Shield Extender I Blueprint,30000453,52CW-6
1013,Small Shield Extender II Blueprint,30000454,9-OUGJ
1026,Shield Recharger I Blueprint,30000455,4NDT-W
1027,Shield Recharger II Blueprint,30000456,GR-X26
1032,Small Shield Booster I Blueprint,30000457,6OU9-U
1033,Small Shield Booster II Blueprint,30000458,9N-0HF
1067,1MN Microwarpdrive I Blueprint,30000459,U-OVFR
1071,1MN Afterburner II Blueprint,30000460,G3D-ZT
1072,1MN Afterburner I Blueprint,30000461,D-0UI0
1073,1MN Microwarpdrive II Blueprint,30000462,L8-WNE
1074,Cargo Scanner I Blueprint,30000463,1-GBVE
1075,Ship Scanner I Blueprint,30000464,GC-LTF
1076,Survey Scanner I Blueprint,30000465,NB-ALM
1079,Warp Scrambler I Blueprint,30000466,LT-XI4
1080,Warp Scrambler II Blueprint,30000467,L-QQ6P
1095,Gyrostabilizer II Blueprint,30000468,5OJ-G2
1096,Gyrostabilizer I Blueprint,30000469,9-02G0
1099,Small Armor Repairer I Blueprint,30000470,XA5-TY
1100,Small Hull Repairer I Blueprint,30000471,M-XUZZ
1102,Stasis Webifier I Blueprint,30000472,OFVH-Y
1103,Stasis Webifier II Blueprint,30000473,2-X0PF
1105,Small Remote Capacitor Transmitter I Blueprint,30000474,1-PGSG
1106,Small Nosferatu I Blueprint,30000475,QLPX-J
1109,Small Energy Neutralizer I Blueprint,30000476,A-C5TC
1112,75mm Gatling Rail I Blueprint,30000477,RZ-PIY
1113,Light Electron Blaster I Blueprint,30000478,FR46-E
1114,Light Ion Blaster I Blueprint,30000479,SLVP-D
1115,Light Neutron Blaster I Blueprint,30000480,0-G8NO
1116,150mm Railgun I Blueprint,30000481,QRFJ-Q
1117,Heavy Electron Blaster I Blueprint,30000482,HZFJ-M
1118,Dual 150mm Railgun I Blueprint,30000483,77S8-E
1119,Heavy Neutron Blaster I Blueprint,30000484,FMH-OV
1120,Heavy Ion Blaster I Blueprint,30000485,TYB-69
1121,250mm Railgun I Blueprint,30000486,EDQG-L
1122,Electron Blaster Cannon I Blueprint,30000487,7-P1JO
1123,Dual 250mm Railgun I Blueprint,30000488,T-0JWP
1124,Neutron Blaster Cannon I Blueprint,30000489,J-L9MA
1125,425mm Railgun I Blueprint,30000490,DX-TAR
1126,Ion Blaster Cannon I Blueprint,30000491,A-7XFN
1128,Medium Capacitor Booster I Blueprint,30000492,O3-4MN
1129,Adaptive Invulnerability Field I Blueprint,30000493,U-MFTL
1130,Iron Charge S Blueprint,30000494,8FN-GP
1131,Tungsten Charge S Blueprint,30000495,FIDY-8
1132,Iridium Charge S Blueprint,30000496,X40H-9
1133,Lead Charge S Blueprint,30000497,F2W-C6
1134,Thorium Charge S Blueprint,30000498,KZ9T-C
1135,Uranium Charge S Blueprint,30000499,XW2H-V
1136,Plutonium Charge S Blueprint,30000500,F9O-U9
1137,Antimatter Charge S Blueprint,30000501,S-51XG
1138,Iron Charge M Blueprint,30000502,E-1XVP
1139,Tungsten Charge M Blueprint,30000503,E-ACV6
1140,Iridium Charge M Blueprint,30000504,BOZ1-O
1141,Lead Charge M Blueprint,30000505,QIMO-2
1142,Thorium Charge M Blueprint,30000506,Z-2Y2Y
1143,Uranium Charge M Blueprint,30000507,Q0J-RH
1144,Plutonium Charge M Blueprint,30000508,SAI-T9
1145,Antimatter Charge M Blueprint,30000509,IAS-I5
1146,Iron Charge L Blueprint,30000510,K7S-FF
1147,Tungsten Charge L Blueprint,30000511,RT-9WL
1148,Iridium Charge L Blueprint,30000512,O5Q7-U
1149,Lead Charge L Blueprint,30000513,62O-UE
1150,Thorium Charge L Blueprint,30000514,U0W-DR
1151,Uranium Charge L Blueprint,30000515,SY-UWN
1152,Plutonium Charge L Blueprint,30000516,DX-DFJ
1153,Antimatter Charge L Blueprint,30000517,X-31TE
1154,Radio S Blueprint,30000518,DVWV-3
1155,Microwave S Blueprint,30000519,KE-0FB
1156,Infrared S Blueprint,30000520,I-9GI1
1157,Standard S Blueprint,30000521,W6P-7U
1158,Ultraviolet S Blueprint,30000522,0IF-26
1159,Xray S Blueprint,30000523,H-93YV
1160,Gamma S Blueprint,30000524,E51-JE
1161,Multifrequency S Blueprint,30000525,7-A6XV
1162,Radio M Blueprint,30000526,QXE-1N
1163,Microwave M Blueprint,30000527,U69-YC
1164,Infrared M Blueprint,30000528,L-L7PE
1165,Standard M Blueprint,30000529,MKIG-5
1166,Ultraviolet M Blueprint,30000530,YHEN-G
1167,Xray M Blueprint,30000531,E-JCUS
1168,Gamma M Blueprint,30000532,W-QN5X
1169,Multifrequency M Blueprint,30000533,LP1M-Q
1170,Radio L Blueprint,30000534,30-YOU
1171,Microwave L Blueprint,30000535,384-IN
1172,Infrared L Blueprint,30000536,4F89-U
1173,Standard L Blueprint,30000537,G063-U
1174,Ultraviolet L Blueprint,30000538,J7-BDX
1175,Xray L Blueprint,30000539,MLQ-O9
1176,Gamma L Blueprint,30000540,L-FM3P
1177,Multifrequency L Blueprint,30000541,X-ARMF
1178,Cap Booster 25 Blueprint,30000542,8-OZU1
1179,Cap Booster 50 Blueprint,30000543,0TYR-T
1182,Auto Targeting System I,30000544,GM-50Y
1183,Small Armor Repairer II,30000545,G9L-LP
1184,Small Armor Repairer II Blueprint,30000546,MWA-5Q
1185,Small Capacitor Battery I,30000547,H-HHTH
1186,Small Capacitor Battery I Blueprint,30000548,JQU-KY
1190,Small Remote Capacitor Transmitter II,30000549,UY5A-D
1191,Small Remote Capacitor Transmitter II Blueprint,30000550,C-62I5
1192,Basic Overdrive Injector System,30000551,ZH-GKG
1193,Basic EM Plating,30000552,GPLB-C
1194,Amarr Sentry Gun,30000553,GGE-5Q
1195,Cap Recharger I,30000554,5E-CMA
1196,Cap Recharger I Blueprint,30000555,U104-3
1197,EM Plating I,30000556,M3-KAQ
1198,EM Plating II,30000557,6-L4YC
1201,Wasp I,30000558,UM-SCG
1202,Civilian Mining Drone,30000559,F-3FOY
1204,EM Plating I Blueprint,30000560,OAIG-0
1205,EM Plating II Blueprint,30000561,UZ-QXW
1208,Auto Targeting System I Blueprint,30000562,5DE-QS
1210,ECM Burst I Blueprint,30000563,R0-DMM
1212,Passive Targeter I Blueprint,30000564,5Q65-4
1214,Wasp I Blueprint,30000565,SR-4EK
1215,Heavy Defender Missile I Blueprint,30000566,0RI-OV
1216,Mjolnir Auto-Targeting Light Missile I Blueprint,30000567,C-LTXS
1217,Python Mine Blueprint,30000568,C0O6-K
1218,Civilian Mining Drone Blueprint,30000569,HD-AJ7
1220,Scourge Rocket Blueprint,30000570,G9NE-B
1221,Scourge Torpedo Blueprint,30000571,SJJ-4F
1223,Bistot,30000572,F-QQ5N
1224,Pyroxeres,30000573,1-7B6D
1225,Crokite,30000574,H6-EYX
1226,Jaspet,30000575,U-HVIX
1227,Omber,30000576,4-EFLU
1228,Scordite,30000577,EIH-IU
1229,Gneiss,30000578,F-EM4Q
1230,Veldspar,30000579,1L-OEK
1231,Hemorphite,30000580,MN-Q26
1232,Dark Ochre,30000581,5H-SM2
1233,Polaris Enigma Frigate,30000582,4-OS2A
1236,Overdrive Injector System II,30000583,YI-GV6
1237,Overdrive Injector System II Blueprint,30000584,SO-X5L
1240,Basic Reinforced Bulkheads,30000585,XQS-GZ
1242,Basic Nanofiber Internal Structure,30000586,Q-GQHN
1244,Overdrive Injector System I,30000587,A-4JOO
1245,Overdrive Injector System I Blueprint,30000588,TP7-KE
1246,Capacitor Flux Coil I,30000589,R4N-LD
1247,Capacitor Flux Coil I Blueprint,30000590,3Q-VZA
